locus_tag,direction,log2fc,expression_status,rank,rank_up,rank_down,gene_name,de_direction,concordance,dir_rank,timepoint,label
PMM0030,up,1.47497577335469,significant_up,236,78,,,up,1,78.0,12h,Tolonen N-dep
PMM0337,up,3.74335459218155,significant_up,14,8,,,up,1,8.0,12h,Tolonen N-dep
PMM0346,down,-1.40798830576566,significant_down,250,,125,,down,1,125.0,12h,Tolonen N-dep
PMM0370,up,4.58350176619516,significant_up,3,2,,cynA,up,1,2.0,12h,Tolonen N-dep
PMM0550,down,-4.30651567565564,significant_down,8,,5,rbcL,down,1,5.0,12h,Tolonen N-dep
PMM1453,down,-4.66693634582272,significant_down,1,,1,atpF,down,1,1.0,12h,Tolonen N-dep
PMM1452,down,-4.44250020489064,significant_down,5,,3,atpD,down,1,3.0,12h,Tolonen N-dep
PMM0690,up,2.76132603871906,significant_up,39,15,,hli,up,1,15.0,12h,Tolonen N-dep
PMM1454,down,-4.51957072990943,significant_down,4,,2,atpG,down,1,2.0,12h,Tolonen N-dep
PMM1404,up,0.295080792,not_significant,1281,,,hli,,0,,12h,Tolonen N-dep
PMM0920,up,4.14177961834331,significant_up,9,4,,glnA,up,1,4.0,12h,Tolonen N-dep
PMM0970,up,3.75015994971883,significant_up,13,7,,urtA,up,1,7.0,12h,Tolonen N-dep
PMM0699,down,0.525360608,not_significant,939,,,,,0,,12h,Tolonen N-dep
PMM1557,down,-3.87596446294377,significant_down,11,,6,rplD,down,1,6.0,12h,Tolonen N-dep
PMM1390,up,3.11653833759454,significant_up,24,10,,hli,up,1,10.0,12h,Tolonen N-dep
PMM1455,down,-3.69860245394677,significant_down,16,,8,atpH,down,1,8.0,12h,Tolonen N-dep
PMM0818,up,-0.098134574,not_significant,1549,,,hli,,0,,12h,Tolonen N-dep
PMM0453,down,-1.93434355364041,significant_down,103,,62,fabG,down,1,62.0,12h,Tolonen N-dep
PMM0689,up,2.85853629106744,significant_up,37,14,,hli,up,1,14.0,12h,Tolonen N-dep
PMM1706,down,-1.98862530540259,significant_down,96,,59,rpsF,down,1,59.0,12h,Tolonen N-dep
PMM0365,up,2.48535175312954,significant_up,51,16,,,up,1,16.0,12h,Tolonen N-dep
PMM0246,up,3.01927772296539,significant_up,30,13,,ntcA,up,1,13.0,12h,Tolonen N-dep
PMM0336,up,3.77550384537103,significant_up,12,6,,PTOX,up,1,6.0,12h,Tolonen N-dep
PMM1451,down,-3.44156486911062,significant_down,20,,11,atpA,down,1,11.0,12h,Tolonen N-dep
PMM0901,down,-1.82224583703434,significant_down,123,,73,htpG,down,1,73.0,12h,Tolonen N-dep
PMM0687,up,3.09633685443019,significant_up,26,11,,,up,1,11.0,12h,Tolonen N-dep
PMM0374,up,3.57957842609776,significant_up,19,9,,tatA,up,1,9.0,12h,Tolonen N-dep
PMM0583,down,-2.47130073907243,significant_down,52,,33,hemE,down,1,33.0,12h,Tolonen N-dep
PMM1558,down,-3.43615277911982,significant_down,21,,12,rplC,down,1,12.0,12h,Tolonen N-dep
PMM0447,up,2.19124796169587,significant_up,74,24,,ctaA,up,1,24.0,12h,Tolonen N-dep
PMM0452,down,-1.6421760216633,significant_down,178,,97,groL2,down,1,97.0,12h,Tolonen N-dep
PMM0334,up,1.05677141362936,significant_up,433,138,,,up,1,138.0,12h,Tolonen N-dep
PMM0549,down,-1.09884738181078,significant_down,400,,158,csoS1A,down,1,158.0,12h,Tolonen N-dep
PMM1541,down,-2.93295890542382,significant_down,32,,18,rplO,down,1,18.0,12h,Tolonen N-dep
PMM0272,down,-2.08690457333444,significant_down,89,,55,psbK,down,1,55.0,12h,Tolonen N-dep
PMM0819,up,1.11682815406026,significant_up,389,130,,,up,1,130.0,12h,Tolonen N-dep
PMM1538,down,-2.2561983485542,significant_down,67,,40,rpmJ,down,1,40.0,12h,Tolonen N-dep
PMM1520,down,-2.17660876507575,significant_down,80,,49,psaI,down,1,49.0,12h,Tolonen N-dep
PMM1537,down,-2.6176661295402,significant_down,44,,26,rpsM,down,1,26.0,12h,Tolonen N-dep
PMM1396,up,-0.647476864,not_significant,785,,,hli,,0,,12h,Tolonen N-dep
PMM0684,up,0.88487092,not_significant,560,,,,,0,,12h,Tolonen N-dep
PMM1397,up,-0.567850101,not_significant,883,,,hli,,0,,12h,Tolonen N-dep
PMM0552,down,-2.3326645155314,significant_down,60,,36,csoS2,down,1,36.0,12h,Tolonen N-dep
PMM0785,down,-2.14879229203189,significant_down,86,,52,prkB,down,1,52.0,12h,Tolonen N-dep
PMM1523,down,-0.031313289,not_significant,1650,,,psaB,,0,,12h,Tolonen N-dep
PMM1519,down,-1.88547167521436,significant_down,110,,66,psaL,down,1,66.0,12h,Tolonen N-dep
PMM1556,down,-3.27215681190175,significant_down,22,,13,rplW,down,1,13.0,12h,Tolonen N-dep
PMM1507,down,-2.50864345283746,significant_down,50,,32,rpsJ,down,1,32.0,12h,Tolonen N-dep
PMM0876,down,-0.436069314,not_significant,1043,,,,,0,,12h,Tolonen N-dep
PMM1134,up,1.78541257628635,significant_up,130,37,,,up,1,37.0,12h,Tolonen N-dep
PMM1457,down,-3.24632433837456,significant_down,23,,14,atp1,down,1,14.0,12h,Tolonen N-dep
PMM1700,up,1.50680562561874,significant_up,226,74,,acnB,up,1,74.0,12h,Tolonen N-dep
PMM0710,down,-1.60397657407417,significant_down,192,,103,pstS,down,1,103.0,12h,Tolonen N-dep
PMM1385,up,-0.011922328,not_significant,1686,,,hli,,0,,12h,Tolonen N-dep
PMM0605,down,-0.835544518,not_significant,599,,,,,0,,12h,Tolonen N-dep
PMM1554,down,-3.09294261511568,significant_down,27,,16,rpsS,down,1,16.0,12h,Tolonen N-dep
PMM1350,down,-1.85719135206984,significant_down,115,,68,,down,1,68.0,12h,Tolonen N-dep
PMM0971,up,1.25303331253527,significant_up,323,105,,urtB,up,1,105.0,12h,Tolonen N-dep
PMM0548,up,-0.734142746,not_significant,695,,,rdgB,,0,,12h,Tolonen N-dep
PMM1262,up,0.164179905,not_significant,1454,,,lexA,,0,,12h,Tolonen N-dep
PMM0540,down,-2.74697166572216,significant_down,41,,23,psaM,down,1,23.0,12h,Tolonen N-dep
PMM0371,up,2.37248468438192,significant_up,55,18,,cynB,up,1,18.0,12h,Tolonen N-dep
PMM0817,up,-0.305859109,not_significant,1261,,,hli,,0,,12h,Tolonen N-dep
PMM0306,down,-1.73588695314982,significant_down,144,,85,cpeS,down,1,85.0,12h,Tolonen N-dep
PMM1562,up,0.8057789,not_significant,625,,,recA,,0,,12h,Tolonen N-dep
PMM1553,down,-2.88748579586806,significant_down,34,,20,rplV,down,1,20.0,12h,Tolonen N-dep
PMM1375,down,-1.364211581,not_significant,271,,,,,0,,12h,Tolonen N-dep
PMM1074,up,2.16915863279813,significant_up,83,26,,zwf,up,1,26.0,12h,Tolonen N-dep
PMM0781,down,-2.36389395348516,significant_down,56,,34,fbaA,down,1,34.0,12h,Tolonen N-dep
PMM0726,up,1.51099567147691,significant_up,219,69,,,up,1,69.0,12h,Tolonen N-dep
PMM1672,up,-0.494035439,not_significant,975,,,desC4,,0,,12h,Tolonen N-dep
PMM1402,down,-2.92897807456382,significant_down,33,,19,,down,1,19.0,12h,Tolonen N-dep
PMM0469,down,-1.7907620753724,significant_down,129,,76,psaF,down,1,76.0,12h,Tolonen N-dep
PMM0996,up,1.20124773442206,significant_up,347,115,,,up,1,115.0,12h,Tolonen N-dep
PMM1298,down,-2.26184588347615,significant_down,65,,39,lpdA,down,1,39.0,12h,Tolonen N-dep
PMM0599,down,-1.25221849255433,significant_down,324,,145,,down,1,145.0,12h,Tolonen N-dep
PMM0087,up,2.2073471190465,significant_up,71,22,,,up,1,22.0,12h,Tolonen N-dep
PMM0468,down,-1.50783616232717,significant_down,223,,115,psaJ,down,1,115.0,12h,Tolonen N-dep
PMM1384,up,-0.09241189,not_significant,1557,,,hli,,0,,12h,Tolonen N-dep
PMM1552,down,-2.87081737855559,significant_down,36,,21,rpsC,down,1,21.0,12h,Tolonen N-dep
PMM0363,up,2.2831177834588,significant_up,62,21,,,up,1,21.0,12h,Tolonen N-dep
PMM0965,up,1.5016806356999,significant_up,229,75,,ureA,up,1,75.0,12h,Tolonen N-dep
PMM1623,up,2.08544781083159,significant_up,90,29,,ssb,up,1,29.0,12h,Tolonen N-dep
PMM0810,up,2.2026800138387,significant_up,72,23,,,up,1,23.0,12h,Tolonen N-dep
PMM1511,down,-1.65348342187871,significant_down,174,,96,rpsL,down,1,96.0,12h,Tolonen N-dep
PMM0767,down,-2.17803715874705,significant_down,79,,48,fbp-sbp,down,1,48.0,12h,Tolonen N-dep
PMM0314,down,-0.845158719,not_significant,591,,,psbT,,0,,12h,Tolonen N-dep
PMM0364,up,1.74746904882664,significant_up,137,38,,,up,1,38.0,12h,Tolonen N-dep
PMM0307,down,-2.55452144061957,significant_down,47,,29,unk6,down,1,29.0,12h,Tolonen N-dep
PMM1555,down,-2.59574180949934,significant_down,45,,27,rplB,down,1,27.0,12h,Tolonen N-dep
PMM0491,up,1.000190593,not_significant,469,,,phhB,,0,,12h,Tolonen N-dep
PMM0987,down,-0.453860037,not_significant,1027,,,rpsU,,0,,12h,Tolonen N-dep
PMM1456,down,-2.7189533650134,significant_down,42,,24,atpI,down,1,24.0,12h,Tolonen N-dep
PMM0766,down,-1.98582963504288,significant_down,97,,60,rpe,down,1,60.0,12h,Tolonen N-dep
PMM0245,up,2.00144429211841,significant_up,95,30,,cobO2,up,1,30.0,12h,Tolonen N-dep
PMM1608,down,-1.54990923678515,significant_down,210,,110,acpP,down,1,110.0,12h,Tolonen N-dep
PMM1545,down,-2.01586084117554,significant_down,94,,58,rpsH,down,1,58.0,12h,Tolonen N-dep
PMM1578,down,-1.37835032281508,significant_down,262,,130,psaD,down,1,130.0,12h,Tolonen N-dep
PMM1644,down,-1.90555742061043,significant_down,107,,64,psbZ,down,1,64.0,12h,Tolonen N-dep
PMM0446,up,2.15756607398414,significant_up,84,27,,ctaCI,up,1,27.0,12h,Tolonen N-dep
PMM0754,down,-1.3291730051901,significant_down,284,,139,tsf,down,1,139.0,12h,Tolonen N-dep
PMM0429,down,-0.650550215,not_significant,782,,,petP,,0,,12h,Tolonen N-dep
PMM1601,up,1.27775406242196,significant_up,313,102,,glgP,up,1,102.0,12h,Tolonen N-dep
PMM1662,down,-1.12642878704997,significant_down,382,,154,rplT,down,1,154.0,12h,Tolonen N-dep
PMM1345,down,-1.40706754646679,significant_down,251,,126,rpmA,down,1,126.0,12h,Tolonen N-dep
PMM1610,down,-2.51039792235763,significant_down,49,,31,tktA,down,1,31.0,12h,Tolonen N-dep
PMM1336,down,-1.78056950847238,significant_down,131,,77,fabZ,down,1,77.0,12h,Tolonen N-dep
PMM0202,down,-2.53547162603514,significant_down,48,,30,rplJ,down,1,30.0,12h,Tolonen N-dep
PMM1285,down,-2.21576228382029,significant_down,70,,43,rpsP,down,1,43.0,12h,Tolonen N-dep
PMM1542,down,-1.60159784724912,significant_down,194,,104,rpsE,down,1,104.0,12h,Tolonen N-dep
PMM0368,up,1.2852892590724,significant_up,310,101,,,up,1,101.0,12h,Tolonen N-dep
PMM1661,down,-0.977837795,not_significant,484,,,rpmI,,0,,12h,Tolonen N-dep
PMM1438,down,-2.17384815105279,significant_down,81,,50,atpB,down,1,50.0,12h,Tolonen N-dep
PMM0747,down,-1.73640195457533,significant_down,143,,84,pcyA,down,1,84.0,12h,Tolonen N-dep
PMM0160,up,0.880477909,not_significant,567,,,ndhA,,0,,12h,Tolonen N-dep
PMM0075,up,1.86643245341588,significant_up,112,33,,,up,1,33.0,12h,Tolonen N-dep
PMM0870,down,-1.56884624597152,significant_down,206,,109,rpmG,down,1,109.0,12h,Tolonen N-dep
PMM0201,down,-2.3580532049972,significant_down,57,,35,rplL,down,1,35.0,12h,Tolonen N-dep
PMM1135,up,-0.126381412,not_significant,1502,,,hli,,0,,12h,Tolonen N-dep
PMM0494,down,-1.58768542736678,significant_down,202,,106,ppa,down,1,106.0,12h,Tolonen N-dep
PMM0936,up,0.917140899,not_significant,537,,,umuD,,0,,12h,Tolonen N-dep
PMM1655,down,-1.74348070474694,significant_down,141,,83,tig,down,1,83.0,12h,Tolonen N-dep
PMM1314,up,0.83152927,not_significant,601,,,clpP3,,0,,12h,Tolonen N-dep
PMM1409,up,1.29593374372983,significant_up,298,97,,,up,1,97.0,12h,Tolonen N-dep
PMM1149,up,1.7458018916434,significant_up,138,39,,,up,1,39.0,12h,Tolonen N-dep
PMM0410,down,-2.07957185578865,significant_down,91,,56,rpsD,down,1,56.0,12h,Tolonen N-dep
PMM1536,down,-2.23706273598769,significant_down,68,,41,rpsK,down,1,41.0,12h,Tolonen N-dep
PMM0751,down,-0.645286205,not_significant,788,,,,,0,,12h,Tolonen N-dep
PMM0858,up,1.55324788169015,significant_up,208,66,,,up,1,66.0,12h,Tolonen N-dep
PMM1609,down,-1.93160088825005,significant_down,104,,63,fabF,down,1,63.0,12h,Tolonen N-dep
PMM0329,down,-1.71746146441714,significant_down,148,,88,psaE,down,1,88.0,12h,Tolonen N-dep
PMM0348,down,-0.374215524,not_significant,1143,,,,,0,,12h,Tolonen N-dep
PMM1437,down,-0.71103547,not_significant,726,,,groES,,0,,12h,Tolonen N-dep
PMM0035,up,1.69639905167886,significant_up,157,46,,PSTA,up,1,46.0,12h,Tolonen N-dep
PMM0120,up,1.70982410151631,significant_up,151,43,,sulA,up,1,43.0,12h,Tolonen N-dep
PMM1011,down,-0.704349474,not_significant,735,,,,,0,,12h,Tolonen N-dep
PMM0145,up,1.02578305511637,significant_up,450,143,,ndhM,up,1,143.0,12h,Tolonen N-dep
PMM1412,up,1.4356349874705,significant_up,245,82,,,up,1,82.0,12h,Tolonen N-dep
PMM1532,down,-1.69166933852083,significant_down,159,,90,rplM,down,1,90.0,12h,Tolonen N-dep
PMM1678,up,1.17694486833715,significant_up,358,118,,,up,1,118.0,12h,Tolonen N-dep
PMM0214,down,-1.97070822941332,significant_down,99,,61,sul3,down,1,61.0,12h,Tolonen N-dep
PMM1312,up,1.14602048337495,significant_up,375,125,,yacL,up,1,125.0,12h,Tolonen N-dep
PMM0770,up,1.67513942996808,significant_up,167,51,,gnd,up,1,51.0,12h,Tolonen N-dep
PMM0428,down,-1.37246284030446,significant_down,265,,131,chlG,down,1,131.0,12h,Tolonen N-dep
PMM1490,up,1.16581022392336,significant_up,362,119,,deg1,up,1,119.0,12h,Tolonen N-dep
PMM0988,up,0.193652121,not_significant,1416,,,,,0,,12h,Tolonen N-dep
PMM0647,up,0.284739681,not_significant,1295,,,,,0,,12h,Tolonen N-dep
PMM0203,down,-1.36033984368776,significant_down,273,,133,rplA,down,1,133.0,12h,Tolonen N-dep
PMM0251,down,-0.773728549,not_significant,651,,,psbH,,0,,12h,Tolonen N-dep
PMM0651,up,1.50760574532417,significant_up,225,73,,,up,1,73.0,12h,Tolonen N-dep
PMM0797,down,-1.67516451066493,significant_down,166,,93,,down,1,93.0,12h,Tolonen N-dep
PMM1055,down,-1.36917789613286,significant_down,268,,132,chlI,down,1,132.0,12h,Tolonen N-dep
PMM0312,down,-1.31971951649539,significant_down,290,,140,rpsA1,down,1,140.0,12h,Tolonen N-dep
PMM1109,down,-0.257723954,not_significant,1334,,,,,0,,12h,Tolonen N-dep
PMM0626,up,1.30360515224529,significant_up,295,94,,,up,1,94.0,12h,Tolonen N-dep
PMM0502,up,1.60079308992079,significant_up,196,62,,ycf41,up,1,62.0,12h,Tolonen N-dep
PMM0869,down,-1.50127086139564,significant_down,230,,117,rpsR,down,1,117.0,12h,Tolonen N-dep
PMM1534,down,-1.51982904707024,significant_down,216,,113,rplQ,down,1,113.0,12h,Tolonen N-dep
PMM0046,down,-1.35350967848761,significant_down,275,,134,ndk,down,1,134.0,12h,Tolonen N-dep
PMM0204,down,-1.49610149070696,significant_down,232,,118,rplK,down,1,118.0,12h,Tolonen N-dep
PMM1544,down,-1.39908689556078,significant_down,255,,127,rplF,down,1,127.0,12h,Tolonen N-dep
PMM0480,up,1.15511724217074,significant_up,367,121,,,up,1,121.0,12h,Tolonen N-dep
PMM0964,up,1.32778315629641,significant_up,285,90,,ureB,up,1,90.0,12h,Tolonen N-dep
PMM0864,down,-0.654543898,not_significant,779,,,,,0,,12h,Tolonen N-dep
PMM1128,up,1.13601358466589,significant_up,378,126,,hli15,up,1,126.0,12h,Tolonen N-dep
PMM0511,down,-1.50360507545094,significant_down,228,,116,ppa,down,1,116.0,12h,Tolonen N-dep
PMM0691,down,-1.80424844337302,significant_down,126,,74,,down,1,74.0,12h,Tolonen N-dep
PMM0356,down,-1.2454919730866,significant_down,330,,147,pip,down,1,147.0,12h,Tolonen N-dep
PMM1154,up,1.13316656832566,significant_up,381,128,,ilvN,up,1,128.0,12h,Tolonen N-dep
PMM0784,down,-0.715668839,not_significant,718,,,accD,,0,,12h,Tolonen N-dep
PMM1183,down,-1.41767380806177,significant_down,248,,123,rpmH,down,1,123.0,12h,Tolonen N-dep
PMM1146,up,1.04468387411948,significant_up,439,141,,pntA2,up,1,141.0,12h,Tolonen N-dep
PMM0969,up,1.21799783854879,significant_up,342,113,,ureG,up,1,113.0,12h,Tolonen N-dep
PMM1643,down,-1.70402987159497,significant_down,153,,89,ribH,down,1,89.0,12h,Tolonen N-dep
PMM0560,down,-1.60593380336612,significant_down,190,,102,hisG,down,1,102.0,12h,Tolonen N-dep
PMM0510,down,-1.59897556232557,significant_down,198,,105,,down,1,105.0,12h,Tolonen N-dep
PMM0273,down,-1.28973617044705,significant_down,301,,142,mviM,down,1,142.0,12h,Tolonen N-dep
PMM1607,down,-1.38716318794293,significant_down,260,,129,psaC,down,1,129.0,12h,Tolonen N-dep
PMM0930,down,-0.818685721,not_significant,611,,,phdB,,0,,12h,Tolonen N-dep
PMM1440,down,-0.936800461,not_significant,519,,,ycf65,,0,,12h,Tolonen N-dep
PMM1442,up,1.05427205615815,significant_up,434,139,,pepP,up,1,139.0,12h,Tolonen N-dep
PMM0906,down,-1.43766422555525,significant_down,244,,122,psaK,down,1,122.0,12h,Tolonen N-dep
PMM0769,down,-1.4382214703703,significant_down,242,,121,glgC,down,1,121.0,12h,Tolonen N-dep
PMM0296,down,-1.34091667069291,significant_down,279,,137,ycf48,down,1,137.0,12h,Tolonen N-dep
PMM0206,down,-0.809385703,not_significant,621,,,secE,,0,,12h,Tolonen N-dep
PMM0753,down,-1.14455970835497,significant_down,376,,153,rpsB,down,1,153.0,12h,Tolonen N-dep
PMM0026,down,-1.11696475208442,significant_down,388,,156,efp,down,1,156.0,12h,Tolonen N-dep
PMM0142,down,-1.093795685518,significant_down,406,,159,,down,1,159.0,12h,Tolonen N-dep
PMM0844,down,-1.16695378712075,significant_down,361,,151,cycI1,down,1,151.0,12h,Tolonen N-dep
PMM0030,up,3.61972999383728,significant_up,8,4,,,up,1,4.0,24h,Tolonen N-dep
PMM0337,up,2.38597141767421,significant_up,43,15,,,up,1,15.0,24h,Tolonen N-dep
PMM0346,down,-1.26514257,not_significant,248,,,,,0,,24h,Tolonen N-dep
PMM0370,up,4.06454932416169,significant_up,3,1,,cynA,up,1,1.0,24h,Tolonen N-dep
PMM0550,down,-3.05897135912011,significant_down,16,,5,rbcL,down,1,5.0,24h,Tolonen N-dep
PMM1453,down,-3.81859506232227,significant_down,6,,2,atpF,down,1,2.0,24h,Tolonen N-dep
PMM1452,down,-4.32896716299897,significant_down,1,,1,atpD,down,1,1.0,24h,Tolonen N-dep
PMM0690,up,2.86903088995625,significant_up,17,8,,hli,up,1,8.0,24h,Tolonen N-dep
PMM1454,down,-3.75132140717894,significant_down,7,,3,atpG,down,1,3.0,24h,Tolonen N-dep
PMM1404,up,2.03488150919078,significant_up,71,18,,hli,up,1,18.0,24h,Tolonen N-dep
PMM0920,up,3.92174594063168,significant_up,4,2,,glnA,up,1,2.0,24h,Tolonen N-dep
PMM0970,up,3.86942338221993,significant_up,5,3,,urtA,up,1,3.0,24h,Tolonen N-dep
PMM0699,down,-1.18208576764275,significant_down,280,,118,,down,1,118.0,24h,Tolonen N-dep
PMM1557,down,-1.58798543739911,significant_down,149,,66,rplD,down,1,66.0,24h,Tolonen N-dep
PMM1390,up,2.64333175101937,significant_up,28,11,,hli,up,1,11.0,24h,Tolonen N-dep
PMM1455,down,-3.09825640057912,significant_down,15,,4,atpH,down,1,4.0,24h,Tolonen N-dep
PMM0818,up,1.027106118,not_significant,364,,,hli,,0,,24h,Tolonen N-dep
PMM0453,down,-1.71879441414578,significant_down,119,,49,fabG,down,1,49.0,24h,Tolonen N-dep
PMM0689,up,2.58907972758143,significant_up,32,13,,hli,up,1,13.0,24h,Tolonen N-dep
PMM1706,down,-2.16251495687907,significant_down,64,,24,rpsF,down,1,24.0,24h,Tolonen N-dep
PMM0365,up,1.72204351014507,significant_up,118,23,,,up,1,23.0,24h,Tolonen N-dep
PMM0246,up,1.67965300850396,significant_up,130,24,,ntcA,up,1,24.0,24h,Tolonen N-dep
PMM0336,up,3.47510694687107,significant_up,11,6,,PTOX,up,1,6.0,24h,Tolonen N-dep
PMM1451,down,-2.50827643713089,significant_down,36,,13,atpA,down,1,13.0,24h,Tolonen N-dep
PMM0901,down,-2.78882953242654,significant_down,20,,7,htpG,down,1,7.0,24h,Tolonen N-dep
PMM0687,up,2.69060631939773,significant_up,24,10,,,up,1,10.0,24h,Tolonen N-dep
PMM0374,up,2.2220142282724,significant_up,54,16,,tatA,up,1,16.0,24h,Tolonen N-dep
PMM0583,down,-1.76735603910995,significant_down,113,,48,hemE,down,1,48.0,24h,Tolonen N-dep
PMM1558,down,-2.01584735165486,significant_down,74,,29,rplC,down,1,29.0,24h,Tolonen N-dep
PMM0447,up,1.23700474605432,significant_up,258,45,,ctaA,up,1,45.0,24h,Tolonen N-dep
PMM0452,down,-2.5925939136115,significant_down,31,,9,groL2,down,1,9.0,24h,Tolonen N-dep
PMM0334,up,1.47198379921503,significant_up,178,30,,,up,1,30.0,24h,Tolonen N-dep
PMM0549,down,-2.5726318474402,significant_down,35,,12,csoS1A,down,1,12.0,24h,Tolonen N-dep
PMM1541,down,-1.59625435765895,significant_down,146,,65,rplO,down,1,65.0,24h,Tolonen N-dep
PMM0272,down,-1.53270573416009,significant_down,163,,71,psbK,down,1,71.0,24h,Tolonen N-dep
PMM0819,up,2.80573988221821,significant_up,18,9,,,up,1,9.0,24h,Tolonen N-dep
PMM1538,down,-1.48140284648015,significant_down,176,,77,rpmJ,down,1,77.0,24h,Tolonen N-dep
PMM1520,down,-1.9077423601699,significant_down,82,,34,psaI,down,1,34.0,24h,Tolonen N-dep
PMM1537,down,-1.92846853778978,significant_down,80,,33,rpsM,down,1,33.0,24h,Tolonen N-dep
PMM1396,up,0.490383715,not_significant,813,,,hli,,0,,24h,Tolonen N-dep
PMM0684,up,2.61635491443344,significant_up,29,12,,,up,1,12.0,24h,Tolonen N-dep
PMM1397,up,0.626675225,not_significant,659,,,hli,,0,,24h,Tolonen N-dep
PMM0552,down,-1.49050792699368,significant_down,172,,76,csoS2,down,1,76.0,24h,Tolonen N-dep
PMM0785,down,-2.1203166474552,significant_down,67,,26,prkB,down,1,26.0,24h,Tolonen N-dep
PMM1523,down,-0.958442428,not_significant,402,,,psaB,,0,,24h,Tolonen N-dep
PMM1519,down,-1.71309283642159,significant_down,122,,51,psaL,down,1,51.0,24h,Tolonen N-dep
PMM1556,down,-1.80984874212562,significant_down,95,,40,rplW,down,1,40.0,24h,Tolonen N-dep
PMM1507,down,-2.49135286036594,significant_down,38,,14,rpsJ,down,1,14.0,24h,Tolonen N-dep
PMM0876,down,-1.13964892327649,significant_down,300,,125,,down,1,125.0,24h,Tolonen N-dep
PMM1134,up,2.50654400404059,significant_up,37,14,,,up,1,14.0,24h,Tolonen N-dep
PMM1457,down,-2.42995668021215,significant_down,40,,15,atp1,down,1,15.0,24h,Tolonen N-dep
PMM1700,up,1.38997099886169,significant_up,209,38,,acnB,up,1,38.0,24h,Tolonen N-dep
