excluded_experiment,experiment_id,timepoint,category,omics,ontology,background_used,orig_final_score,new_final_score,rel_change,flag_sign_flip_raw,flag_large_change_raw,orig_classification,new_classification,classification_flip,new_signature_size
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 14,axenic_dying,Prot,cyanorak_role,table_scope,0.7737651588607938,0.9027260186709261,0.16666666666666663,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 14,axenic_dying,Prot,kegg,table_scope,0.8110656250101455,0.8110656250101455,0.0,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 31,axenic_dead,Prot,cyanorak_role,table_scope,0.4634862927886653,0.5407340082534429,0.16666666666666666,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 31,axenic_dead,Prot,kegg,table_scope,0.6268713308665338,0.6268713308665338,0.0,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,cyanorak_role,table_scope,0.47785648215698945,0.5574992291831543,0.16666666666666657,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,kegg,table_scope,0.5097372228917768,0.5097372228917768,0.0,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,cyanorak_role,table_scope,1.941847633642298,2.016829401779376,0.03861362077952305,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,kegg,table_scope,1.2699350707014478,1.2699350707014478,0.0,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,cyanorak_role,table_scope,2.857142857142857,3.3333333333333335,0.16666666666666669,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,kegg,table_scope,2.820309621724968,2.820309621724968,0.0,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,cyanorak_role,table_scope,1.1948685503814627,1.176502994082659,-0.015370357093205304,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,kegg,table_scope,0.62843943057734,0.62843943057734,0.0,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,cyanorak_role,table_scope,0.9996907413876934,1.166305864952309,0.1666666666666667,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,kegg,table_scope,0.7811804203433915,0.7811804203433915,0.0,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,cyanorak_role,table_scope,1.4159979192168843,1.3852411514825753,-0.021720913086736036,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,kegg,table_scope,0.7263345789002367,0.7263345789002367,0.0,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,day 14,axenic_dying,RNA,cyanorak_role,table_scope,3.824258936628717,4.461635426066837,0.1666666666666668,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,day 14,axenic_dying,RNA,kegg,table_scope,3.683519087146783,3.683519087146783,0.0,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 18,coculture,RNA,cyanorak_role,table_scope,0.0,0.0,,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 18,coculture,RNA,kegg,table_scope,0.0,0.0,,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 31,coculture,RNA,cyanorak_role,table_scope,0.0,0.0,,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 31,coculture,RNA,kegg,table_scope,0.250460389821665,0.250460389821665,0.0,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 60,coculture,RNA,cyanorak_role,table_scope,0.5120990747443034,0.5974489205350206,0.1666666666666667,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 60,coculture,RNA,kegg,table_scope,1.3729450220045027,1.3729450220045027,0.0,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 89,coculture,RNA,cyanorak_role,table_scope,0.0,0.0,,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 89,coculture,RNA,kegg,table_scope,0.0,0.0,,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,days 60+89,coculture,RNA,cyanorak_role,table_scope,0.0,0.0,,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,days 60+89,coculture,RNA,kegg,table_scope,0.0,0.0,,False,False,insufficient_nc,insufficient_nc,False,6
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 14,axenic_dying,Prot,cyanorak_role,table_scope,0.7737651588607938,1.0832712224051113,0.4,False,False,insufficient_nc,insufficient_nc,False,5
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 14,axenic_dying,Prot,kegg,table_scope,0.8110656250101455,0.5755730565545027,-0.29034958601863686,False,False,insufficient_nc,insufficient_nc,False,3
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 31,axenic_dead,Prot,cyanorak_role,table_scope,0.4634862927886653,0.0,-1.0,True,True,insufficient_nc,insufficient_nc,False,5
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 31,axenic_dead,Prot,kegg,table_scope,0.6268713308665338,1.2537426617330676,1.0,False,True,insufficient_nc,insufficient_nc,False,3
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,cyanorak_role,table_scope,0.47785648215698945,0.2920317788596074,-0.3888713666885727,False,False,insufficient_nc,insufficient_nc,False,5
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,kegg,table_scope,0.5097372228917768,1.0194744457835536,1.0,False,True,insufficient_nc,insufficient_nc,False,3
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,cyanorak_role,table_scope,1.941847633642298,2.7185866870992172,0.39999999999999997,False,False,insufficient_nc,insufficient_nc,False,5
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,kegg,table_scope,1.2699350707014478,0.7297485239439157,-0.4253654845984846,False,False,insufficient_nc,insufficient_nc,False,3
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,cyanorak_role,table_scope,2.857142857142857,4.0,0.39999999999999997,False,False,insufficient_nc,insufficient_nc,False,5
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,kegg,table_scope,2.820309621724968,4.689225501246539,0.6626633704062953,False,True,insufficient_nc,insufficient_nc,False,3
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,cyanorak_role,table_scope,1.1948685503814627,1.802467982843068,0.5085073435631299,False,True,insufficient_nc,insufficient_nc,False,5
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,kegg,table_scope,0.62843943057734,0.4989108430797858,-0.2061114901376538,False,False,insufficient_nc,insufficient_nc,False,3
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,cyanorak_role,table_scope,0.9996907413876934,1.3995670379427707,0.3999999999999999,False,False,insufficient_nc,insufficient_nc,False,5
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,kegg,table_scope,0.7811804203433915,0.8796783207407022,0.1260885422013175,False,False,insufficient_nc,insufficient_nc,False,3
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,cyanorak_role,table_scope,1.4159979192168843,1.982397086903638,0.39999999999999997,False,False,insufficient_nc,insufficient_nc,False,5
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,kegg,table_scope,0.7263345789002367,0.7519166402378296,0.03522076750955103,False,False,insufficient_nc,insufficient_nc,False,3
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,day 14,axenic_dying,RNA,cyanorak_role,table_scope,3.824258936628717,4.170329318321454,0.09049344916947911,False,False,insufficient_nc,insufficient_nc,False,5
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,day 14,axenic_dying,RNA,kegg,table_scope,3.683519087146783,6.666666666666667,0.8098634780879064,False,True,insufficient_nc,insufficient_nc,False,3
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 18,coculture,RNA,cyanorak_role,table_scope,0.0,0.0,,False,False,insufficient_nc,insufficient_nc,False,5
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 18,coculture,RNA,kegg,table_scope,0.0,0.0,,False,False,insufficient_nc,insufficient_nc,False,3
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 31,coculture,RNA,cyanorak_role,table_scope,0.0,0.0,,False,False,insufficient_nc,insufficient_nc,False,5
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 31,coculture,RNA,kegg,table_scope,0.250460389821665,0.50092077964333,1.0,False,True,insufficient_nc,insufficient_nc,False,3
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 60,coculture,RNA,cyanorak_role,table_scope,0.5120990747443034,0.3584693523210124,-0.29999999999999993,False,False,insufficient_nc,insufficient_nc,False,5
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 60,coculture,RNA,kegg,table_scope,1.3729450220045027,2.7458900440090055,1.0,False,True,insufficient_nc,insufficient_nc,False,3
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 89,coculture,RNA,cyanorak_role,table_scope,0.0,0.0,,False,False,insufficient_nc,insufficient_nc,False,5
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,day 89,coculture,RNA,kegg,table_scope,0.0,0.0,,False,False,insufficient_nc,insufficient_nc,False,3
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,days 60+89,coculture,RNA,cyanorak_role,table_scope,0.0,0.0,,False,False,insufficient_nc,insufficient_nc,False,5
10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,days 60+89,coculture,RNA,kegg,table_scope,0.0,0.0,,False,False,insufficient_nc,insufficient_nc,False,3
